peak,T96h-Mac-Rep1,T96h-Mac-Rep2,T96h-Mac-Rep3,T96h-Neu-Rep1,T96h-Neu-Rep2,T96h-Neu-Rep3,T96h-Mon-Rep1,T96h-Mon-Rep2,T96h-Mon-Rep3
chr9_98056219_98056990,27,83,80,51,20,28,16,95,86
chr9_98081387_98081886,14,48,55,6,3,4,3,12,9
chr9_98248806_98249305,14,50,37,9,3,3,5,25,14
chr9_98255558_98256191,26,97,72,104,16,53,13,127,116
chr9_98575494_98576054,22,112,87,40,2,21,10,34,44
chr9_98796470_98796969,14,70,53,21,10,18,4,21,24
chr9_98805383_98805882,8,30,30,10,1,5,4,8,11
chr9_98805910_98806409,11,31,24,5,3,4,1,8,3
chr9_98810970_98811469,7,30,44,11,1,3,1,9,8
chr9_98832939_98833438,10,45,43,5,3,3,3,8,2
chr9_99086206_99086705,11,42,41,6,1,5,5,9,10
chr9_99104720_99105789,22,144,105,81,18,29,13,85,63
chr9_99221414_99222309,22,134,95,66,12,35,8,89,74
chr9_99356573_99357072,16,62,51,12,3,9,3,4,17
chr9_99368240_99368812,13,73,50,9,2,8,7,9,9
chr9_99660214_99660713,15,36,43,10,1,7,1,12,15
chr9_99819282_99820394,46,203,170,179,24,69,25,209,203
chr9_99821578_99822077,14,54,51,67,8,36,14,68,74
chr9_100098841_100099367,21,131,120,96,17,64,20,113,130
chr9_100352265_100353170,18,61,58,56,7,32,13,60,66
chr9_100411521_100412020,10,46,37,36,6,8,8,28,35
chr9_101398395_101398979,60,316,281,153,18,108,45,260,239
chr9_101458949_101459448,11,32,30,17,4,12,6,19,22
chr9_101533259_101534039,49,320,195,124,21,66,27,174,210
chr9_101579828_101580327,10,40,40,13,3,9,7,37,42
chr9_101585705_101586204,5,33,18,15,2,6,10,49,25
chr9_101705008_101705507,6,15,16,16,1,11,1,19,19
chr9_104093727_104094264,30,162,93,59,6,38,9,87,96
chr9_104276736_104277235,7,42,36,5,1,2,1,7,6
chr9_104747353_104748116,23,134,105,90,9,39,16,101,122
chr9_104835175_104835674,15,70,92,9,2,9,3,14,23
chr9_104868622_104869336,15,94,83,20,7,9,4,14,17
chr9_104873056_104873555,9,44,50,9,0,4,3,22,38
chr9_104926404_104926903,13,51,38,28,4,14,9,33,38
chr9_104968095_104968640,10,41,36,44,8,15,9,41,28
chr9_105244067_105244794,18,88,77,64,14,40,10,62,51
chr9_105439396_105439895,8,33,27,6,1,1,2,4,4
chr9_105447815_105448319,13,72,61,48,3,24,6,53,50
chr9_105694238_105694737,10,38,22,32,3,13,5,35,26
chr9_105694772_105695552,10,73,68,30,7,16,9,37,58
chr9_107173902_107174071,5,10,12,1,0,1,0,5,2
chr9_107213412_107213911,10,35,31,10,3,2,2,15,13
chr9_107282758_107283405,39,218,144,212,14,67,29,169,178
chr9_107283677_107284176,17,100,72,30,5,18,13,58,49
chr9_107360067_107360566,9,25,29,10,4,8,4,12,0
chr9_107375908_107376407,14,64,57,6,2,6,2,3,6
chr9_107489503_107490248,14,74,44,42,6,17,13,64,48
chr9_107760720_107761219,14,46,38,47,10,12,8,34,32
chr9_108543407_108543906,10,39,45,10,4,5,1,3,3
chr9_108784935_108785434,8,38,36,7,2,3,4,27,13
chr9_109012250_109012749,10,42,31,4,2,3,3,14,19
chr9_109119688_109120360,21,94,63,56,16,45,16,64,66
chr9_109463721_109464228,8,42,27,5,2,3,1,2,3
chr9_109816350_109816849,10,53,62,6,1,4,4,14,19
chr9_109972202_109972737,9,73,65,7,4,6,4,30,35
chr9_110256607_110257106,16,109,88,64,7,20,9,77,88
chr9_110579108_110579607,11,54,37,12,3,6,6,17,17
chr9_111484140_111484639,8,51,50,25,8,21,5,34,18
chr9_111630992_111631590,30,131,94,80,14,52,7,86,79
chr9_111896404_111896933,15,54,36,48,7,14,11,55,32
chr9_111959566_111960065,13,59,69,10,3,4,2,7,14
chr9_112012220_112012719,9,29,35,20,3,1,5,17,16
chr9_112333223_112334133,18,101,71,105,15,31,11,99,75
chr9_112379578_112380196,23,112,80,115,16,60,10,110,116
chr9_112717524_112718458,28,109,82,100,12,49,13,93,96
chr9_112867207_112868076,23,76,90,7,1,5,1,7,21
chr9_112921413_112921912,6,17,15,7,5,5,2,4,13
chr9_113056502_113057001,36,125,84,43,7,28,8,63,47
chr9_113110975_113111749,19,155,111,52,6,22,11,87,86
chr9_113112684_113113314,22,104,74,37,10,22,7,56,59
chr9_113155743_113156242,6,46,56,15,6,9,5,17,17
chr9_113187810_113188748,21,138,145,19,6,14,5,40,59
chr9_113221123_113221673,20,129,112,78,14,45,12,81,66
chr9_113255460_113255959,8,37,32,9,5,13,2,11,24
chr9_113274983_113275874,17,105,109,82,15,31,14,74,82
chr9_113340144_113340643,13,49,45,19,5,20,6,19,28
chr9_113400996_113401620,32,110,89,81,13,32,7,83,87
chr9_113410123_113410929,18,121,93,76,13,41,19,71,89
chr9_113523642_113524215,9,43,47,19,5,16,2,26,17
chr9_113565295_113565794,10,38,31,17,2,9,4,7,8
chr9_113579370_113579869,8,35,40,7,3,5,4,27,23
chr9_114082451_114082950,9,18,23,19,6,10,5,16,8
chr9_114329394_114329893,6,28,20,13,6,7,4,11,15
chr9_114348789_114349474,21,116,108,14,7,11,11,53,50
chr9_114350940_114351439,9,42,40,5,1,4,1,3,4
chr9_114385320_114385846,10,72,74,25,9,17,10,60,51
chr9_114587304_114588028,27,155,117,80,7,45,3,74,89
chr9_114674858_114675368,15,40,30,5,1,1,2,2,2
chr9_114754606_114755105,11,45,40,14,6,6,0,12,14
chr9_114827623_114828122,20,60,57,11,2,3,0,10,6
chr9_114880137_114880636,7,38,27,7,2,5,0,12,12
chr9_114883667_114884166,8,41,42,2,2,1,3,7,11
chr9_114893525_114894024,7,25,21,3,0,1,2,10,9
chr9_114954065_114954234,6,13,11,3,2,6,1,13,12
chr9_114958075_114958944,18,88,64,10,1,7,8,32,35
chr9_114988952_114989451,8,36,37,10,3,7,1,23,34
chr9_115008501_115009000,8,19,22,7,0,3,1,12,12
chr9_115035709_115036208,10,62,45,18,2,7,4,18,22
chr9_115043105_115043604,20,86,58,29,2,11,2,30,27
chr9_115115913_115116412,11,47,37,3,0,2,1,26,12
chr9_115591472_115591971,8,39,34,6,3,5,4,12,14
chr9_116000662_116001161,10,32,27,10,1,8,3,11,17
chr9_116549203_116549702,22,131,119,10,1,10,10,47,56
chr9_116589407_116589906,8,41,32,15,3,14,3,24,14
chr9_116660989_116661488,8,33,23,14,5,14,0,13,20
chr9_116945681_116946180,10,54,56,12,2,13,3,19,31
chr9_117696060_117696559,8,16,23,6,3,2,1,20,24
chr9_117703926_117704599,28,137,96,46,4,25,8,50,54
chr9_117782867_117783626,23,142,117,24,10,14,8,45,47
chr9_119289698_119290197,8,26,24,14,1,4,3,11,11
chr9_119322117_119322616,8,43,34,5,3,6,1,6,11
chr9_119555950_119556449,11,42,35,20,1,5,2,15,22
chr9_119969010_119969509,13,75,62,27,3,7,7,27,25
chr9_120393656_120394206,21,124,103,13,5,1,2,10,9
chr9_120403053_120403705,17,93,64,19,4,6,9,37,50
chr9_120474785_120475284,7,62,33,7,3,6,4,5,6
chr9_120579976_120580475,12,109,70,40,6,20,5,46,37
chr9_120714279_120714910,20,153,99,76,21,29,23,91,81
chr9_120735324_120735823,9,38,28,29,1,10,4,28,41
chr9_120793142_120793655,11,69,65,49,9,26,5,60,42
chr9_120842765_120843264,13,66,62,23,4,12,6,25,28
chr9_120868371_120869192,25,130,143,100,17,51,12,93,134
chr9_120876107_120876767,13,70,73,53,8,39,9,77,66
chr9_120897002_120897650,14,46,58,11,4,10,4,20,14
chr9_121074370_121075391,25,136,88,69,11,24,13,49,54
chr9_121121529_121122056,13,72,79,31,7,17,8,31,58
chr9_121201631_121202267,35,155,140,211,16,69,21,159,137
chr9_121246748_121247270,42,159,139,7,5,11,1,5,3
chr9_121271961_121272460,10,55,58,16,1,5,7,21,24
chr9_121289217_121289716,11,53,34,17,2,6,7,13,8
chr9_121369941_121370727,12,97,93,66,19,32,9,59,69
chr9_122053123_122053622,8,54,38,9,2,2,2,7,7
chr9_122092858_122093706,12,88,71,48,8,22,7,50,40
chr9_122159559_122160073,9,53,59,48,3,27,10,37,46
chr9_122264545_122265091,17,78,74,46,13,17,11,60,59
chr9_122354764_122355735,14,55,48,18,9,11,3,18,19
chr9_122821486_122821985,8,17,24,5,3,4,5,13,13
chr9_122905103_122905714,13,76,63,71,9,29,9,81,78
chr9_122912781_122913584,9,52,39,11,2,8,2,18,17
chr9_122931072_122931810,13,67,77,57,10,20,14,54,46
chr9_122940555_122941163,14,80,69,76,12,41,7,92,78
chr9_123339236_123339735,7,33,35,13,2,6,4,13,16
chr9_124197353_124197852,14,109,102,28,8,8,5,26,30
chr9_124202508_124203007,18,77,84,19,3,8,3,21,23
chr9_124216620_124217119,5,44,39,9,5,6,0,13,19
chr9_124267227_124267726,12,48,53,13,4,7,5,19,28
chr9_124415299_124415808,8,63,44,58,9,28,6,45,53
chr9_124771139_124771857,16,69,70,57,11,29,17,63,63
chr9_124852726_124853398,11,47,53,29,8,21,8,28,18
chr9_124861502_124862332,14,114,88,88,8,42,9,87,84
chr9_124868449_124869342,17,71,65,40,12,27,16,50,40
chr9_124940524_124941344,17,91,77,69,15,26,15,74,71
chr9_125126018_125126517,15,48,68,10,4,7,4,17,11
chr9_125143360_125143949,18,70,83,58,14,29,12,73,48
chr9_125189399_125190214,17,64,63,65,9,29,11,60,53
chr9_125200215_125200714,14,50,44,42,9,15,4,41,36
chr9_125240758_125241857,30,148,138,157,26,69,24,143,144
chr9_125261492_125262078,9,75,63,46,16,16,13,47,42
chr9_125706991_125707591,13,49,35,37,10,21,9,36,33
chr9_125745892_125746745,15,68,70,84,15,37,13,99,59
chr9_126470526_126471446,6,40,38,48,5,17,11,61,69
chr9_126722399_126722898,10,16,22,6,2,5,1,7,5
chr9_126804692_126805191,4,32,24,21,4,13,9,26,28
chr9_126914539_126915038,4,32,24,38,13,23,1,37,27
chr9_127244967_127245466,11,28,33,31,5,13,5,25,18
chr9_127424084_127424583,8,36,34,38,12,15,1,39,24
chr9_127450707_127451681,16,57,71,66,10,41,14,54,61
chr9_127561701_127562340,20,75,83,12,1,7,10,31,43
chr9_127578890_127579389,8,56,53,11,1,2,5,31,29
chr9_127611833_127612332,12,72,52,36,4,11,6,55,21
chr9_127715439_127715979,11,52,39,46,13,24,8,46,46
chr9_127735129_127735642,10,65,31,46,11,25,10,41,41
chr9_127771060_127771671,23,101,74,107,21,41,9,88,84
chr9_127786015_127786184,7,21,14,22,3,5,3,15,9
chr9_127802464_127803174,10,68,55,68,9,30,8,52,46
chr9_127919256_127919755,13,63,67,9,4,8,4,36,33
chr9_127980899_127981398,4,29,27,39,9,18,4,50,39
chr9_128067098_128068259,37,180,166,233,32,103,36,202,190
chr9_128098197_128098696,12,46,60,13,4,7,7,37,51
chr9_128127972_128128471,12,46,27,23,6,16,3,25,26
chr9_128159774_128160641,12,63,54,89,18,33,13,77,62
chr9_128202814_128203542,12,23,25,19,4,18,5,17,10
chr9_128218619_128219120,13,68,67,51,11,23,8,55,63
chr9_128275812_128276382,19,90,71,141,23,51,10,99,105
chr9_128322233_128323111,13,60,54,73,12,35,15,66,56
chr9_128371043_128371542,11,45,38,45,6,17,7,46,57
chr9_128438370_128438870,5,12,14,22,1,8,4,16,9
chr9_128455869_128456368,15,36,53,60,4,27,4,77,58
chr9_128504362_128504861,4,25,38,45,2,18,7,53,41
chr9_128552025_128552920,18,100,88,80,14,38,18,79,66
chr9_128656564_128657294,11,47,61,47,9,27,11,36,35
chr9_128688746_128689245,13,51,46,61,8,23,7,75,50
chr9_128702201_128702700,5,13,8,24,3,14,8,18,15
chr9_128723919_128724511,15,80,68,117,16,42,16,111,112
chr9_128771625_128772171,10,41,30,35,5,9,10,26,26
chr9_128818198_128818725,8,44,44,56,9,29,8,62,58
chr9_128829470_128830096,13,54,54,53,19,25,14,63,59
chr9_128881719_128882304,10,58,33,49,13,26,12,64,53
chr9_128947289_128948251,23,151,114,74,19,27,11,90,91
chr9_129036255_129036785,17,59,60,78,7,42,11,74,73
chr9_129080641_129081301,25,132,153,124,28,52,12,86,88
chr9_129110708_129111207,10,39,46,29,7,14,3,42,41
chr9_129177735_129178661,24,115,120,125,13,58,17,100,67
chr9_129343615_129344214,16,52,78,31,9,12,15,53,33
chr9_129412965_129413919,16,83,74,65,9,26,6,52,50
chr9_129460420_129460589,6,11,17,18,6,8,5,27,15
chr9_129465372_129465871,13,37,37,8,2,6,0,7,5
chr9_129488473_129488972,19,57,59,14,5,6,6,22,33
chr9_129567815_129568314,14,39,41,14,2,10,7,12,9
chr9_129610564_129610733,4,23,15,6,2,4,2,12,8
chr9_129625957_129626462,9,52,32,69,10,20,4,44,56
chr9_129641966_129642532,17,98,97,106,15,39,21,104,80
chr9_129773631_129774130,9,28,41,20,5,10,6,23,37
chr9_129776966_129777713,15,60,75,139,30,55,21,116,120
chr9_129802884_129803383,7,41,33,34,6,17,8,37,38
chr9_129823955_129824454,9,42,28,28,7,11,2,23,17
chr9_129835135_129835648,8,41,39,47,9,19,7,46,25
chr9_129888403_129888902,6,37,41,74,8,27,14,66,66
chr9_130579239_130579738,10,41,25,34,9,14,5,38,28
chr9_130693381_130693880,5,29,29,36,6,16,7,26,36
chr9_130712485_130713003,15,100,76,66,17,30,13,77,63
chr9_131125246_131125871,22,77,81,90,12,43,15,94,76
chr9_131252518_131253017,7,25,28,26,7,16,6,25,18
chr9_131270525_131271024,7,28,38,20,2,12,8,33,34
chr9_131373277_131373847,21,123,93,98,18,42,20,106,102
chr9_131502878_131503377,10,46,31,31,7,13,4,23,30
chr9_131621464_131621963,10,47,53,10,2,4,3,24,27
chr9_131629995_131630494,7,18,16,6,0,1,1,4,6
chr9_131656256_131656859,17,53,71,38,7,12,8,50,55
chr9_132240722_132241221,6,43,27,63,6,33,7,41,52
chr9_132354674_132355432,25,134,98,139,19,57,19,125,108
chr9_132669678_132670177,10,48,40,27,7,16,2,25,26
chr9_132944399_132945140,8,70,80,54,7,25,10,53,45
chr9_133030328_133030835,25,77,104,108,6,54,26,87,79
chr9_133112670_133113490,18,45,50,23,2,13,8,57,49
chr9_133121222_133121967,7,47,38,62,15,30,12,61,69
chr9_133335922_133336421,12,35,40,30,5,14,5,25,32
chr9_133347919_133348533,12,46,50,35,7,13,16,28,35
chr9_133375908_133376407,13,61,39,61,6,19,7,46,36
chr9_133417586_133418104,10,26,21,30,3,9,3,19,18
chr9_134024654_134025650,6,66,59,80,20,32,13,96,70
chr9_134373961_134374656,11,58,63,21,3,8,4,21,22
chr9_134407335_134407504,6,19,16,10,2,6,1,17,16
chr9_135907270_135908312,12,59,51,98,14,36,11,91,81
chr9_135961182_135961688,11,37,46,56,13,20,5,56,33
chr9_136118645_136119151,12,76,62,98,10,32,8,93,71
chr9_136410366_136410870,5,48,28,31,6,12,8,30,26
chr9_136483079_136484037,26,129,100,221,19,65,19,183,133
chr9_136546015_136546546,10,35,42,65,11,29,8,67,50
chr9_136619773_136620272,4,19,21,41,11,19,7,33,22
chr9_136644691_136645190,8,33,41,13,5,8,3,16,18
chr9_136727911_136728410,5,46,23,52,10,19,5,27,18
chr9_136790709_136791609,20,111,119,212,24,61,22,175,188
chr9_136849051_136849666,19,72,87,95,16,50,17,86,86
chr9_136886069_136886569,10,56,53,71,6,23,14,66,62
chr9_136944430_136944976,10,75,62,85,8,25,10,68,38
chr9_137070224_137070789,8,30,41,33,13,19,9,45,31
chr9_137086406_137087172,54,228,200,293,20,82,26,246,257
chr9_137129640_137130139,7,37,36,33,11,20,5,25,29
chr9_137188420_137188980,21,82,67,105,22,46,15,90,71
chr9_137200615_137201187,22,109,93,145,20,60,22,131,129
chr9_137223291_137223941,16,82,67,96,16,37,19,106,96
chr9_137240736_137241315,31,180,168,259,18,93,35,218,168
chr9_137254884_137255383,14,39,42,36,6,15,5,49,35
chr9_137423036_137423535,5,28,19,42,12,24,12,40,26
chr9_137459352_137459513,0,14,10,15,6,3,6,15,19
chr9_137551674_137552173,8,33,27,43,7,21,1,27,25
chr9_137578737_137579250,12,31,27,30,4,15,10,30,17
chr9_137590331_137590830,12,39,30,33,5,18,4,42,37
chr9_137605470_137605969,10,26,21,48,5,14,4,27,30
chr9_137618554_137619077,8,74,44,66,12,16,1,69,38
chr9_KI270718v1_random_37200_38052,chr9_KI270718v1_random_37200_38052,0,0,0,0,0,0,0,0
chrUn_GL000216v2_2_930,chrUn_GL000216v2_2_930,0,0,0,0,0,0,0,0
chrUn_GL000216v2_5691_5860,chrUn_GL000216v2_5691_5860,0,0,0,0,0,0,0,0
chrUn_GL000216v2_5891_6391,chrUn_GL000216v2_5891_6391,0,0,0,0,0,0,0,0
chrUn_GL000216v2_9289_9450,chrUn_GL000216v2_9289_9450,0,0,0,0,0,0,0,0
chrUn_GL000216v2_14264_14764,chrUn_GL000216v2_14264_14764,0,0,0,0,0,0,0,0
chrUn_GL000216v2_140869_141369,chrUn_GL000216v2_140869_141369,0,0,0,0,0,0,0,0
chrUn_GL000216v2_148225_148731,chrUn_GL000216v2_148225_148731,0,0,0,0,0,0,0,0
chrUn_GL000216v2_155474_155973,chrUn_GL000216v2_155474_155973,0,0,0,0,0,0,0,0
chrUn_GL000216v2_158610_158791,chrUn_GL000216v2_158610_158791,0,0,0,0,0,0,0,0
chrUn_GL000216v2_167790_167959,chrUn_GL000216v2_167790_167959,0,0,0,0,0,0,0,0
chrUn_GL000219v1_50767_51266,chrUn_GL000219v1_50767_51266,0,0,0,0,0,0,0,0
chrUn_GL000219v1_99479_99997,chrUn_GL000219v1_99479_99997,0,0,0,0,0,0,0,0
chrUn_GL000220v1_118627_119131,chrUn_GL000220v1_118627_119131,0,0,0,0,0,0,0,0
chrUn_GL000220v1_128308_128807,chrUn_GL000220v1_128308_128807,0,0,0,0,0,0,0,0
chrUn_KI270333v1_2_390,chrUn_KI270333v1_2_390,0,0,0,0,0,0,0,0
chrUn_KI270333v1_1239_1738,chrUn_KI270333v1_1239_1738,0,0,0,0,0,0,0,0
chrUn_KI270333v1_1949_2448,chrUn_KI270333v1_1949_2448,0,0,0,0,0,0,0,0
chrUn_KI270336v1_2_358,chrUn_KI270336v1_2_358,0,0,0,0,0,0,0,0
chrUn_KI270336v1_724_1020,chrUn_KI270336v1_724_1020,0,0,0,0,0,0,0,0
chrUn_KI270337v1_2_122,chrUn_KI270337v1_2_122,0,0,0,0,0,0,0,0
chrUn_KI270337v1_264_1080,chrUn_KI270337v1_264_1080,0,0,0,0,0,0,0,0
chrUn_KI270435v1_91783_92926,chrUn_KI270435v1_91783_92926,0,0,0,0,0,0,0,0
chrUn_KI270438v1_46774_47514,chrUn_KI270438v1_46774_47514,0,0,0,0,0,0,0,0
chrUn_KI270438v1_103701_104200,chrUn_KI270438v1_103701_104200,0,0,0,0,0,0,0,0
chrUn_KI270438v1_104477_105527,chrUn_KI270438v1_104477_105527,0,0,0,0,0,0,0,0
chrUn_KI270438v1_109496_110421,chrUn_KI270438v1_109496_110421,0,0,0,0,0,0,0,0
chrUn_KI270438v1_111025_111846,chrUn_KI270438v1_111025_111846,0,0,0,0,0,0,0,0
chrUn_KI270438v1_112343_112478,chrUn_KI270438v1_112343_112478,0,0,0,0,0,0,0,0
chrUn_KI270442v1_68186_68347,chrUn_KI270442v1_68186_68347,0,0,0,0,0,0,0,0
chrUn_KI270442v1_92152_92656,chrUn_KI270442v1_92152_92656,0,0,0,0,0,0,0,0
chrUn_KI270442v1_384749_385248,chrUn_KI270442v1_384749_385248,0,0,0,0,0,0,0,0
chrUn_KI270442v1_391238_392053,chrUn_KI270442v1_391238_392053,0,0,0,0,0,0,0,0
chrUn_KI270466v1_80_590,chrUn_KI270466v1_80_590,0,0,0,0,0,0,0,0
chrUn_KI270466v1_720_1222,chrUn_KI270466v1_720_1222,0,0,0,0,0,0,0,0
chrUn_KI270467v1_1007_1506,chrUn_KI270467v1_1007_1506,0,0,0,0,0,0,0,0
chrUn_KI270467v1_1871_2777,chrUn_KI270467v1_1871_2777,0,0,0,0,0,0,0,0
chrUn_KI270467v1_3193_3692,chrUn_KI270467v1_3193_3692,0,0,0,0,0,0,0,0
chrUn_KI270519v1_137512_138011,chrUn_KI270519v1_137512_138011,0,0,0,0,0,0,0,0
chrUn_KI270589v1_42710_43209,chrUn_KI270589v1_42710_43209,0,0,0,0,0,0,0,0
chrUn_KI270589v1_43584_44083,chrUn_KI270589v1_43584_44083,0,0,0,0,0,0,0,0
chrUn_KI270591v1_4805_5665,chrUn_KI270591v1_4805_5665,0,0,0,0,0,0,0,0
chrUn_KI270744v1_142127_142702,chrUn_KI270744v1_142127_142702,0,0,0,0,0,0,0,0
chrUn_KI270751v1_149785_150646,chrUn_KI270751v1_149785_150646,0,0,0,0,0,0,0,0
chrUn_KI270757v1_14350_15583,chrUn_KI270757v1_14350_15583,0,0,0,0,0,0,0,0
chrUn_KI270757v1_15782_16559,chrUn_KI270757v1_15782_16559,0,0,0,0,0,0,0,0
chrX_317868_318367,7,45,44,20,3,12,7,33,21
chrX_318684_319183,11,75,60,63,9,28,9,77,70
chrX_1391568_1392533,14,75,59,85,5,34,12,77,68
chrX_3663605_3664320,15,75,51,16,3,19,5,39,44
chrX_3814746_3815327,36,189,156,106,6,60,21,137,148
chrX_4240228_4240727,12,56,32,16,2,11,6,29,40
chrX_4240784_4241283,12,52,41,17,3,9,6,39,43
chrX_4935802_4936301,14,37,50,22,2,14,9,78,61
chrX_5776053_5776552,16,74,60,26,1,12,10,66,67
chrX_7084017_7084516,7,47,32,21,3,18,6,30,47
chrX_7147847_7148520,17,98,73,65,5,28,15,54,46
chrX_7244146_7244833,21,76,46,10,1,4,2,20,17
chrX_7926900_7927639,17,137,103,52,7,39,11,63,100
chrX_8342076_8342575,17,95,87,5,1,3,1,8,14
chrX_9462880_9463379,11,59,55,17,1,16,7,43,40
chrX_10119359_10119909,12,35,42,71,12,26,5,62,46
chrX_10199232_10199731,10,35,41,7,0,9,6,39,48
chrX_10217129_10217628,11,57,45,5,1,6,2,2,5
chrX_10467410_10468289,17,62,64,11,4,14,5,28,42
chrX_11111100_11111599,12,58,39,22,2,17,6,50,44
chrX_11591907_11592406,15,89,68,7,0,1,0,11,12
chrX_11758402_11758571,1,14,12,12,3,5,1,11,19
chrX_12791154_12791653,7,22,23,10,1,6,5,8,13
chrX_12956070_12956571,12,53,46,24,4,20,11,53,58
chrX_13131791_13132290,9,26,42,11,2,5,1,16,16
chrX_13647620_13648119,8,31,32,5,0,5,3,8,21
chrX_13652777_13653369,14,92,85,45,14,21,8,55,61
chrX_13734384_13735007,13,73,80,43,9,21,9,54,57
chrX_14029632_14030237,12,79,48,31,7,15,8,39,25
chrX_14872947_14873565,22,176,156,123,14,67,15,144,154
chrX_15335334_15336003,18,162,136,89,10,43,14,99,106
chrX_15470995_15471494,8,33,37,10,2,7,3,11,14
chrX_15493079_15493578,7,53,41,10,2,5,2,25,36
chrX_15674658_15675936,44,264,207,195,24,73,22,210,234
chrX_15737759_15738258,9,40,34,9,3,6,1,11,10
chrX_15790116_15790987,14,83,69,39,5,18,8,35,64
chrX_15854604_15855190,23,123,90,97,13,48,9,97,95
chrX_15911589_15912088,16,51,49,15,4,14,4,34,41
chrX_15916330_15916499,6,11,9,5,1,3,3,6,6
chrX_16185542_16186041,10,20,23,3,2,5,2,18,25
chrX_16719367_16719866,12,98,59,46,6,24,7,60,63
chrX_16786030_16786605,25,108,103,68,11,29,13,68,100
chrX_16870055_16870751,12,54,41,64,7,34,9,47,52
chrX_17737096_17737595,12,33,32,12,2,5,1,8,19
chrX_18425164_18425677,22,73,78,47,9,35,10,69,78
chrX_18674658_18675271,11,70,54,26,1,15,8,29,40
chrX_18886150_18886649,3,30,29,9,3,2,2,15,13
chrX_18886680_18887179,6,39,24,7,2,6,2,18,14
chrX_18984206_18985245,25,99,81,63,13,33,12,67,82
chrX_19085999_19086627,11,94,101,16,0,7,10,47,57
chrX_19343542_19344147,10,109,62,61,5,25,12,76,77
chrX_19351049_19351548,7,52,49,4,0,3,2,7,6
chrX_19990905_19991516,9,38,30,40,6,13,5,48,31
chrX_20141623_20142243,19,79,99,64,5,33,10,86,101
chrX_20266659_20267158,8,59,46,49,3,23,7,47,50
chrX_20515778_20516383,14,44,46,10,3,5,6,39,41
chrX_21930139_21930638,11,58,41,4,2,5,1,6,5
chrX_21941066_21941565,8,38,24,2,1,3,3,12,7
chrX_22800235_22800734,11,20,24,3,1,3,4,36,42
chrX_23075556_23075725,6,14,16,6,0,2,0,10,8
chrX_23667294_23667793,8,42,44,29,9,26,5,42,49
chrX_23742815_23743626,16,73,53,31,7,17,8,30,40
chrX_23782808_23783315,11,65,48,51,6,26,13,64,53
chrX_23883545_23884044,5,36,34,4,5,1,1,7,4
chrX_23907755_23908254,19,76,77,62,6,17,4,64,76
chrX_24054469_24054968,10,70,53,50,1,25,3,49,68
chrX_24149854_24150766,17,50,35,68,5,34,10,71,50
chrX_24693490_24693999,25,124,80,64,8,31,10,74,59
chrX_27915532_27916031,6,23,35,9,1,0,2,43,43
chrX_28347418_28347918,12,66,57,18,0,14,9,71,58
chrX_30215390_30215559,6,14,10,10,0,5,2,13,11
chrX_30652440_30653500,24,110,98,62,12,40,13,92,97
chrX_30889064_30889755,26,214,157,89,5,64,23,155,142
chrX_30971645_30972144,1,28,22,9,2,4,4,19,15
chrX_30981957_30982456,9,40,40,6,0,0,0,9,4
chrX_34218063_34218562,15,59,60,18,4,11,8,75,101
chrX_34299426_34299925,12,47,30,2,1,1,4,20,24
chrX_34810238_34810737,9,29,23,6,1,3,1,10,12
chrX_37746220_37746719,10,59,50,12,2,6,2,26,31
chrX_37796799_37797298,7,22,23,13,2,2,2,21,16
chrX_38327283_38327845,11,61,44,46,8,19,10,58,60
chrX_38803761_38804260,12,62,56,24,2,15,3,28,24
chrX_39158845_39159760,11,43,46,9,1,5,1,7,14
chrX_40539119_40539944,10,45,69,13,5,9,4,41,32
chrX_40580562_40581099,8,63,71,59,11,26,11,46,68
chrX_40647462_40647961,6,38,29,30,10,15,2,30,23
chrX_40735529_40736065,11,49,56,49,9,17,10,54,46
chrX_41084213_41085556,19,132,107,148,12,59,20,154,128
chrX_41333854_41334834,11,65,59,88,13,34,16,72,69
chrX_41442089_41442815,19,66,45,46,4,28,13,52,54
chrX_41923404_41923903,8,53,38,58,4,29,6,51,35
chrX_43654363_43655229,14,110,71,86,6,30,8,63,81
chrX_44012562_44013061,9,40,58,14,4,6,2,31,26
chrX_44872766_44873268,7,43,53,52,6,27,7,58,50
chrX_46447006_46447505,14,34,45,10,4,8,2,14,17
chrX_46545201_46545700,10,48,38,23,0,11,3,23,30
chrX_46628654_46629153,10,21,46,7,0,11,4,26,26
chrX_46836576_46837114,8,70,75,57,13,27,6,57,71
chrX_47128992_47129491,11,23,34,24,3,14,4,23,24
